Hand,Max,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.535036029,0.237582120,0.444048825,2.997681319,-5
1,0.535036029,0.092914349,0.173659985,4.114347986,-2.0
2,0.535036029,0.226768197,0.423837245,3.814347986,-1.0
3,0.535036029,0.217603888,0.406708849,4.281014653,4.0
4,0.535036029,0.182967434,0.341972175,3.514347986,1.0
5,0.535036029,0.140616810,0.262817460,4.247681319,4.0
6,0.535036029,0.158657303,0.296535737,4.281014653,11.0
7,0.535036029,0.457690694,0.855439014,3.131014653,18.0
8,0.535036029,0.056204457,0.105047985,3.464347986,19.0
9,0.535036029,0.080256753,0.150002520,3.097681319,16.0
10,0.535036029,0.249602969,0.466516188,3.614347986,17.0
11,0.535036029,0.173259325,0.323827398,2.381014653,18.0
12,0.535036029,0.378046700,0.706581761,4.147681319,13.0
13,0.535036029,0.359067213,0.671108473,2.214347986,26.0
14,0.535036029,0.297197746,0.555472397,5.314347986,26.0
15,0.535036029,0.421350673,0.787518317,3.381014653,26.0
16,0.535036029,0.223551829,0.417825748,4.497681319,19.0
17,0.535036029,0.290004605,0.542028180,5.014347986,14.0
18,0.535036029,0.455982691,0.852246701,3.014347986,5.0
19,0.535036029,0.318187730,0.594703370,3.614347986,12.0
20,0.535036029,0.337170496,0.630182787,3.814347986,13.0
21,0.535036029,0.337704634,0.631181108,3.714347986,18.0
22,0.535036029,0.370256119,0.692020908,3.714347986,9.0
23,0.535036029,0.377705703,0.705944427,3.381014653,12.0
24,0.535036029,0.444257891,0.830332663,4.781014653,13.0
25,0.535036029,0.334025666,0.624304996,4.847681319,14.0
26,0.535036029,0.493246336,0.921893683,3.397681319,15.0
27,0.535036029,0.338704499,0.633049888,2.414347986,8.0
28,0.535036029,0.266896376,0.498838137,5.147681319,9.0
29,0.535036029,0.454427625,0.849340232,1.964347986,10.0
30,0.535036029,0.404440534,0.755912709,3.714347986,15.0
31,0.535036029,0.359145398,0.671254605,1.831014653,16.0
32,0.535036029,0.136577481,0.255267820,3.914347986,17.0
33,0.535036029,0.472646813,0.883392496,3.147681319,8.0
34,0.535036029,0.374258234,0.699500994,2.914347986,11.0
35,0.535036029,0.472553660,0.883218389,2.481014653,18.0
36,0.535036029,0.435701908,0.814341248,3.281014653,23.0
37,0.535036029,0.420552228,0.786025996,3.781014653,30.0
38,0.535036029,0.347373547,0.649252625,4.197681319,35.0
39,0.535036029,0.302010931,0.564468398,5.414347986,40.0
40,0.535036029,0.424847693,0.794054361,3.914347986,41.0
41,0.535036029,0.138166153,0.258237100,4.447681319,42.0
42,0.535036029,0.510896683,0.954882764,2.714347986,37.0
43,0.535036029,0.351629025,0.657206254,4.947681319,30.0
44,0.535036029,0.325069987,0.607566536,3.997681319,35.0
45,0.535036029,0.448150711,0.837608471,2.547681319,36.0
46,0.535036029,0.278505184,0.520535383,4.481014653,41.0
47,0.535036029,0.431316205,0.806144224,4.581014653,44.0
48,0.535036029,0.453316446,0.847263402,3.781014653,44.0
49,0.535036029,0.451920842,0.844654972,3.647681319,53.0
50,0.535036029,0.468432357,0.875515538,3.114347986,40.0
51,0.535036029,0.422254746,0.789208059,2.381014653,41.0
52,0.535036029,0.394931430,0.738139879,4.914347986,32.0
53,0.535036029,0.462584998,0.864586632,3.681014653,35.0
54,0.535036029,0.354627209,0.662809959,4.414347986,28.0
55,0.535036029,0.531553008,0.993490119,2.714347986,31.0
56,0.535036029,0.400243970,0.748069191,4.514347986,26.0
57,0.535036029,0.440090037,0.822542806,2.897681319,17.0
58,0.535036029,0.383255876,0.716317883,3.131014653,6.0
59,0.535036029,0.441859248,0.825849519,3.314347986,11.0
60,0.535036029,0.419676751,0.784389701,2.997681319,16.0
61,0.535036029,0.398932898,0.745618754,5.281014653,21.0
62,0.535036029,0.396883907,0.741789122,4.581014653,26.0
63,0.535036029,0.487810934,0.911734737,3.347681319,31.0
64,0.535036029,0.472385396,0.882903899,3.164347986,36.0
65,0.535036029,0.535035587,0.999999172,2.714347986,39.0
66,0.535036029,0.531553008,0.993490119,2.714347986,30.0
67,0.535036029,0.448651160,0.838543827,2.364347986,31.0
68,0.535036029,0.535035640,0.999999271,2.714347986,22.0
