Hand,Max,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.480193599,0.131854470,0.274586063,3.347681319,-1
1,0.480193599,0.244817280,0.509830369,3.547681319,0.0
2,0.480193599,-0.104817048,-0.218280810,2.981014653,-11.0
3,0.480193599,-0.094028325,-0.195813366,4.714347986,-11.0
4,0.480193599,0.157927813,0.328883627,3.881014653,-10.0
5,0.480193599,0.201045363,0.418675642,3.281014653,-17.0
6,0.480193599,0.208148242,0.433467340,3.831014653,-20.0
7,0.480193599,0.272592141,0.567671335,2.547681319,-23.0
8,0.480193599,0.003346771,0.006969629,3.814347986,-20.0
9,0.480193599,0.075291902,0.156794889,3.481014653,-20.0
10,0.480193599,-0.017361358,-0.036154914,3.147681319,-19.0
11,0.480193599,0.087210666,0.181615636,3.981014653,-18.0
12,0.480193599,-0.010762711,-0.022413275,2.181014653,-23.0
13,0.480193599,0.214761699,0.447239819,3.764347986,-22.0
14,0.480193599,0.260570657,0.542636674,3.881014653,-31.0
15,0.480193599,0.090366009,0.188186617,4.481014653,-38.0
16,0.480193599,0.030009838,0.062495290,5.514347986,-47.0
17,0.480193599,0.196862239,0.409964313,3.147681319,-42.0
18,0.480193599,0.263253177,0.548223002,3.747681319,-47.0
19,0.480193599,0.276713105,0.576253215,2.514347986,-56.0
20,0.480193599,-0.145641361,-0.303297172,4.414347986,-69.0
21,0.480193599,0.030205130,0.062901984,1.881014653,-66.0
22,0.480193599,0.058564571,0.121960333,3.614347986,-75.0
23,0.480193599,0.106588726,0.221970318,4.614347986,-78.0
24,0.480193599,0.103020309,0.214539114,4.114347986,-91.0
25,0.480193599,0.112413781,0.234100957,3.947681319,-86.0
26,0.480193599,0.086358342,0.179840677,3.514347986,-81.0
27,0.480193599,0.011317359,0.023568326,4.314347986,-92.0
28,0.480193599,0.303919252,0.632909837,1.714347986,-97.0
29,0.480193599,0.175319563,0.365101833,3.647681319,-92.0
30,0.480193599,0.058464187,0.121751284,5.581014653,-89.0
31,0.480193599,0.178386608,0.371488933,3.614347986,-84.0
32,0.480193599,0.126363807,0.263151794,3.581014653,-84.0
33,0.480193599,0.058113624,0.121021239,3.181014653,-93.0
34,0.480193599,0.284638167,0.592757103,4.147681319,-92.0
35,0.480193599,0.342093249,0.712406931,3.064347986,-87.0
36,0.480193599,0.156311662,0.325518003,4.414347986,-82.0
37,0.480193599,0.254269545,0.529514649,4.481014653,-77.0
38,0.480193599,0.043528100,0.090646981,4.381014653,-72.0
39,0.480193599,0.310991597,0.647637947,2.164347986,-67.0
40,0.480193599,0.306584950,0.638461134,3.664347986,-74.0
41,0.480193599,0.243596110,0.507287291,4.814347986,-77.0
42,0.480193599,0.145114120,0.302199197,5.181014653,-70.0
