Hand,Max,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.061486664,-0.078358892,-1.274404686,2.481014653,3.0
1,0.061486664,-0.106819676,-1.737282036,4.181014653,8.0
2,0.061486664,-0.051185482,-0.832464772,4.281014653,-1.0
3,0.061486664,-0.081505016,-1.325572262,3.181014653,4.0
4,0.061486664,0.006277237,0.102091031,3.947681319,4.0
5,0.061486664,-0.080508948,-1.309372517,3.714347986,4.0
6,0.061486664,-0.024312602,-0.395412612,3.714347986,4.0
7,0.061486664,-0.015778781,-0.256621194,2.381014653,13.0
8,0.061486664,-0.022870161,-0.371953198,2.214347986,14.0
9,0.061486664,-0.053062145,-0.862986244,2.481014653,23.0
10,0.061486664,-0.031662070,-0.514942078,3.764347986,26.0
11,0.061486664,-0.031152328,-0.506651793,2.047681319,35.0
12,0.061486664,-0.034296639,-0.557789884,4.647681319,36.0
13,0.061486664,-0.071566888,-1.163941640,4.447681319,41.0
14,0.061486664,0.012001130,0.195182648,3.447681319,38.0
15,0.061486664,-0.100652695,-1.636984168,3.514347986,33.0
16,0.061486664,0.011987805,0.194965938,4.914347986,34.0
17,0.061486664,-0.113424981,-1.844708658,4.281014653,27.0
18,0.061486664,0.007098764,0.115452093,3.847681319,18.0
19,0.061486664,-0.011852824,-0.192770643,4.247681319,13.0
20,0.061486664,0.023941747,0.389381134,5.014347986,14.0
21,0.061486664,0.001468162,0.023877726,4.247681319,13.0
22,0.061486664,-0.012327102,-0.200484155,4.214347986,14.0
23,0.061486664,0.028467639,0.462988833,2.964347986,15.0
24,0.061486664,-0.027893544,-0.453651937,4.397681319,16.0
25,0.061486664,-0.016464489,-0.267773340,3.514347986,19.0
26,0.061486664,0.000356097,0.005791448,5.081014653,20.0
27,0.061486664,-0.016299117,-0.265083774,4.081014653,23.0
28,0.061486664,0.019381248,0.315210603,4.281014653,23.0
29,0.061486664,0.019045193,0.309745104,5.281014653,16.0
30,0.061486664,-0.068744915,-1.118045936,4.381014653,19.0
31,0.061486664,0.001493908,0.024296456,3.814347986,24.0
32,0.061486664,-0.008484163,-0.137983790,2.981014653,19.0
33,0.061486664,-0.005180009,-0.084246062,3.414347986,6.0
34,0.061486664,-0.007165659,-0.116540058,3.747681319,-1.0
35,0.061486664,0.046697906,0.759480234,5.181014653,-8.0
36,0.061486664,-0.063611728,-1.034561389,5.714347986,-3.0
37,0.061486664,-0.012195669,-0.198346575,3.197681319,-2.0
38,0.061486664,-0.007295062,-0.118644626,5.547681319,-3.0
39,0.061486664,-0.022550611,-0.366756138,2.881014653,-10.0
40,0.061486664,0.014084752,0.229070037,4.181014653,-10.0
41,0.061486664,-0.023669578,-0.384954663,3.147681319,-17.0
42,0.061486664,-0.048983386,-0.796650580,3.647681319,-12.0
43,0.061486664,0.006289370,0.102288354,3.981014653,-11.0
44,0.061486664,-0.002481179,-0.040353130,3.647681319,-16.0
45,0.061486664,-0.025720140,-0.418304369,5.014347986,-15.0
46,0.061486664,-0.013586608,-0.220968378,3.981014653,-12.0
47,0.061486664,-0.059877598,-0.973830654,4.581014653,-11.0
48,0.061486664,-0.037508841,-0.610032143,2.947681319,-20.0
49,0.061486664,0.013827335,0.224883488,5.014347986,-23.0
50,0.061486664,-0.006166344,-0.100287498,2.481014653,-18.0
51,0.061486664,-0.020365855,-0.331223936,4.881014653,-18.0
52,0.061486664,-0.016472864,-0.267909550,4.581014653,-17.0
53,0.061486664,0.003746432,0.060930811,3.197681319,-16.0
54,0.061486664,0.014494639,0.235736308,4.347681319,-16.0
55,0.061486664,-0.107388285,-1.746529708,3.081014653,-23.0
56,0.061486664,-0.149051950,-2.424134620,3.481014653,-20.0
57,0.061486664,-0.011959394,-0.194503874,3.381014653,-20.0
58,0.061486664,0.013952776,0.226923607,3.247681319,-20.0
59,0.061486664,0.009900271,0.161014926,4.147681319,-20.0
60,0.061486664,-0.020442566,-0.332471544,4.481014653,-23.0
61,0.061486664,-0.012580186,-0.204600239,3.131014653,-10.0
62,0.061486664,-0.086321965,-1.403913626,1.964347986,-10.0
63,0.061486664,-0.048799526,-0.793660329,4.247681319,-9.0
64,0.061486664,-0.005268629,-0.085687342,3.847681319,-4.0
65,0.061486664,0.015491624,0.251950956,2.447681319,1.0
66,0.061486664,-0.012697580,-0.206509498,3.247681319,-8.0
67,0.061486664,0.010605321,0.172481650,3.414347986,-15.0
68,0.061486664,-0.010277382,-0.167148151,4.647681319,-14.0
69,0.061486664,0.003050429,0.049611230,3.981014653,-13.0
70,0.061486664,-0.067927347,-1.104749275,2.747681319,-12.0
71,0.061486664,-0.009487227,-0.154297311,4.347681319,-12.0
72,0.061486664,-0.012801681,-0.208202558,3.214347986,-12.0
73,0.061486664,-0.011464217,-0.186450466,3.364347986,-19.0
74,0.061486664,-0.033788301,-0.549522429,4.481014653,-22.0
