Hand,Max,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.425512220,0.161622434,0.379830299,3.297681319,5.0
1,0.425512220,0.293096130,0.688807787,3.564347986,10.0
2,0.425512220,0.372345132,0.875051561,1.947681319,10.0
3,0.425512220,0.231990214,0.545202236,4.114347986,10.0
4,0.425512220,0.170322687,0.400276840,4.747681319,10.0
5,0.425512220,0.025316918,0.059497511,4.331014653,1.0
6,0.425512220,0.089701533,0.210808358,3.781014653,4.0
7,0.425512220,0.049230037,0.115695941,4.164347986,-1.0
8,0.425512220,0.097030479,0.228032179,3.381014653,-1.0
9,0.425512220,0.168212551,0.395317792,3.981014653,-10.0
10,0.425512220,0.312546184,0.734517528,3.914347986,-21.0
11,0.425512220,0.193617902,0.455023131,4.081014653,-20.0
12,0.425512220,0.111710256,0.262531252,3.747681319,-20.0
13,0.425512220,0.401210454,0.942888206,3.281014653,-31.0
14,0.425512220,0.203185246,0.477507429,3.247681319,-30.0
15,0.425512220,0.213758696,0.502356186,2.847681319,-25.0
16,0.425512220,0.145918234,0.342923721,3.881014653,-28.0
17,0.425512220,0.194176186,0.456335157,3.714347986,-25.0
18,0.425512220,0.238434959,0.560348089,4.147681319,-32.0
19,0.425512220,0.208269024,0.489454861,3.781014653,-29.0
20,0.425512220,0.262956807,0.617977098,2.731014653,-28.0
21,0.425512220,0.359018191,0.843731799,3.981014653,-31.0
22,0.425512220,0.278217002,0.653840217,3.081014653,-28.0
23,0.425512220,0.357930998,0.841176779,3.114347986,-28.0
24,0.425512220,0.258915739,0.608480150,3.647681319,-35.0
25,0.425512220,0.104707437,0.246073866,2.981014653,-34.0
26,0.425512220,0.121386695,0.285271938,2.047681319,-25.0
27,0.425512220,0.204760440,0.481209305,2.497681319,-24.0
28,0.425512220,0.093957806,0.220811063,3.381014653,-21.0
29,0.425512220,0.174794502,0.410786092,3.047681319,-21.0
30,0.425512220,0.243839925,0.573050346,3.681014653,-30.0
31,0.425512220,0.113839559,0.267535346,2.581014653,-27.0
32,0.425512220,0.281640258,0.661885242,2.981014653,-40.0
33,0.425512220,0.127999196,0.300812033,3.347681319,-47.0
34,0.425512220,0.120226818,0.282546099,3.747681319,-42.0
35,0.425512220,0.076313729,0.179345563,3.164347986,-35.0
36,0.425512220,0.193506772,0.454761961,2.814347986,-42.0
37,0.425512220,0.233906784,0.549706385,3.914347986,-45.0
38,0.425512220,0.191116176,0.449143802,4.581014653,-50.0
39,0.425512220,0.279356604,0.656518405,2.481014653,-49.0
40,0.425512220,0.204919538,0.481583203,3.647681319,-48.0
41,0.425512220,0.289133418,0.679494981,3.314347986,-47.0
42,0.425512220,0.069138582,0.162483188,3.714347986,-46.0
43,0.425512220,0.346539433,0.814405360,5.247681319,-55.0
44,0.425512220,0.171497451,0.403037665,4.547681319,-46.0
45,0.425512220,0.243801504,0.572960052,3.947681319,-55.0
46,0.425512220,0.258085827,0.606529767,3.147681319,-62.0
47,0.425512220,0.138765422,0.326113836,2.881014653,-61.0
48,0.425512220,0.267487714,0.628625222,4.681014653,-61.0
49,0.425512220,0.380433764,0.894060726,3.214347986,-64.0
50,0.425512220,0.351523125,0.826117580,4.247681319,-59.0
51,0.425512220,0.156696309,0.368253371,4.364347986,-59.0
52,0.425512220,0.162745894,0.382470554,5.147681319,-52.0
53,0.425512220,0.138250866,0.324904574,4.614347986,-49.0
54,0.425512220,0.225264337,0.529395695,4.047681319,-54.0
55,0.425512220,0.178568827,0.419656166,3.181014653,-53.0
56,0.425512220,0.078376074,0.184192299,3.247681319,-52.0
57,0.425512220,0.168005455,0.394831094,5.447681319,-59.0
58,0.425512220,0.267248280,0.628062527,3.947681319,-56.0
59,0.425512220,0.136859770,0.321635346,2.914347986,-53.0
60,0.425512220,0.309908770,0.728319319,4.314347986,-53.0
61,0.425512220,0.396406230,0.931597758,2.847681319,-52.0
62,0.425512220,0.194666199,0.457486742,3.947681319,-65.0
63,0.425512220,0.181328464,0.426141614,5.347681319,-72.0
64,0.425512220,0.358737414,0.843071942,3.381014653,-71.0
65,0.425512220,0.317242388,0.745554119,4.581014653,-66.0
66,0.425512220,0.241591768,0.567766933,4.481014653,-59.0
67,0.425512220,0.313546628,0.736868681,2.647681319,-56.0
68,0.425512220,0.329775923,0.775009289,3.114347986,-59.0
69,0.425512220,0.215936984,0.507475399,3.547681319,-66.0
70,0.425512220,0.378374619,0.889221512,3.397681319,-57.0
71,0.425512220,0.082095134,0.192932495,3.714347986,-70.0
72,0.425512220,0.223233116,0.524622103,3.414347986,-69.0
