Hand,Max,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.039197110,-0.116322702,-2.967634675,3.414347986,-1
1,0.039197110,-0.105465658,-2.690648862,5.014347986,2.0
2,0.039197110,-0.081097170,-2.068957918,4.047681319,5.0
3,0.039197110,-0.259672989,-6.624799406,4.714347986,6.0
4,0.039197110,-0.128922539,-3.289082798,3.014347986,-1.0
5,0.039197110,-0.239506157,-6.110301485,3.981014653,-4.0
6,0.039197110,-0.133375930,-3.402698098,3.214347986,-3.0
7,0.039197110,-0.079930116,-2.039183926,3.747681319,6.0
8,0.039197110,-0.191414559,-4.883384537,3.414347986,6.0
9,0.039197110,-0.096701900,-2.467067119,4.814347986,15.0
10,0.039197110,-0.119125020,-3.039127659,4.481014653,8.0
11,0.039197110,-0.117038969,-2.985908155,3.514347986,7.0
12,0.039197110,-0.060676316,-1.547979354,3.247681319,-4.0
13,0.039197110,-0.258509718,-6.595121933,2.814347986,-4.0
14,0.039197110,-0.108753789,-2.774535934,3.781014653,-3.0
15,0.039197110,-0.122456858,-3.124129800,5.814347986,-6.0
16,0.039197110,-0.091061894,-2.323178791,3.481014653,-15.0
17,0.039197110,-0.061773088,-1.575960291,3.131014653,-24.0
18,0.039197110,-0.021899508,-0.558702122,3.381014653,-17.0
19,0.039197110,-0.078693962,-2.007647054,4.364347986,-12.0
20,0.039197110,-0.095189935,-2.428493732,3.847681319,-7.0
21,0.039197110,-0.230849131,-5.889442693,5.181014653,2.0
22,0.039197110,-0.108534394,-2.768938704,3.947681319,3.0
23,0.039197110,-0.055445183,-1.414522220,4.481014653,-4.0
24,0.039197110,-0.136183125,-3.474315479,4.614347986,-9.0
25,0.039197110,-0.022966293,-0.585918032,3.281014653,-4.0
26,0.039197110,-0.039930674,-1.018714769,5.014347986,1.0
27,0.039197110,-0.064223662,-1.638479545,5.181014653,2.0
28,0.039197110,-0.125908597,-3.212190860,2.647681319,7.0
29,0.039197110,-0.034395174,-0.877492612,3.747681319,10.0
30,0.039197110,-0.113741234,-2.901776057,3.647681319,11.0
31,0.039197110,-0.073253410,-1.868847237,3.547681319,16.0
32,0.039197110,-0.102670360,-2.619334975,2.014347986,13.0
33,0.039197110,-0.000254728,-0.006498653,2.547681319,13.0
34,0.039197110,-0.105585857,-2.693715378,3.847681319,8.0
35,0.039197110,-0.171828657,-4.383707323,3.714347986,9.0
36,0.039197110,-0.215381419,-5.494829107,5.281014653,6.0
37,0.039197110,0.000690294,0.017610829,4.397681319,-3.0
38,0.039197110,0.013564100,0.346048484,3.381014653,4.0
39,0.039197110,-0.083322821,-2.125738906,5.847681319,13.0
40,0.039197110,-0.021444500,-0.547093904,2.697681319,8.0
41,0.039197110,-0.069744436,-1.779326001,3.947681319,8.0
42,0.039197110,-0.047878960,-1.221492107,3.381014653,9.0
43,0.039197110,-0.068216218,-1.740337955,3.281014653,4.0
44,0.039197110,-0.097013556,-2.475018108,2.981014653,7.0
45,0.039197110,-0.070664044,-1.802787113,3.281014653,7.0
46,0.039197110,-0.104987027,-2.678437966,4.831014653,0.0
47,0.039197110,-0.049461970,-1.261877992,2.747681319,-3.0
48,0.039197110,-0.016738431,-0.427032266,4.014347986,0.0
49,0.039197110,0.001699746,0.043364063,3.281014653,1.0
50,0.039197110,-0.009408973,-0.240042510,3.981014653,2.0
51,0.039197110,-0.029781546,-0.759789336,3.947681319,2.0
52,0.039197110,-0.064729599,-1.651387033,3.647681319,3.0
53,0.039197110,-0.097246497,-2.480960911,5.347681319,-2.0
54,0.039197110,-0.055521112,-1.416459327,3.714347986,1.0
55,0.039197110,-0.079283565,-2.022689072,4.481014653,2.0
56,0.039197110,-0.065790766,-1.678459637,4.047681319,-3.0
57,0.039197110,-0.093497221,-2.385309076,4.881014653,0.0
58,0.039197110,-0.037969599,-0.968683631,4.147681319,5.0
59,0.039197110,-0.077865098,-1.986501021,3.714347986,0.0
60,0.039197110,-0.051912355,-1.324392431,3.681014653,1.0
61,0.039197110,-0.033694158,-0.859608241,4.831014653,-2.0
62,0.039197110,-0.111862796,-2.853853189,4.914347986,-2.0
63,0.039197110,-0.011834124,-0.301913171,4.497681319,-7.0
64,0.039197110,-0.074556956,-1.902103415,4.481014653,-7.0
65,0.039197110,-0.072975401,-1.861754652,3.781014653,-6.0
66,0.039197110,0.004431801,0.113064474,3.297681319,-13.0
67,0.039197110,-0.030760000,-0.784751747,2.947681319,-20.0
68,0.039197110,-0.143428748,-3.659166433,2.947681319,-17.0
69,0.039197110,-0.083613389,-2.133151895,4.247681319,-18.0
70,0.039197110,-0.113328065,-2.891235237,4.614347986,-23.0
