Hand,Max,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.189820885,0.043189450,0.227527386,3.481014653,-1
1,0.189820885,-0.044999454,-0.237062712,3.947681319,-8
2,0.189820885,-0.050004574,-0.263430307,4.147681319,-13
3,0.189820885,0.106294095,0.559970494,3.714347986,-13.0
4,0.189820885,-0.138828017,-0.731363238,4.247681319,-13.0
5,0.189820885,-0.010211399,-0.053794921,3.181014653,-22.0
6,0.189820885,-0.000671712,-0.003538664,1.981014653,-17.0
7,0.189820885,0.093600070,0.493096794,5.581014653,-16.0
8,0.189820885,0.017795821,0.093750598,4.264347986,-15.0
9,0.189820885,0.060876266,0.320703731,4.547681319,-24.0
10,0.189820885,0.052916671,0.278771595,3.464347986,-29.0
11,0.189820885,0.027830053,0.146612176,3.681014653,-34.0
12,0.189820885,0.022440567,0.118219695,3.714347986,-33.0
13,0.189820885,-0.000867833,-0.004571853,3.331014653,-40.0
14,0.189820885,0.055798750,0.293954748,4.247681319,-40.0
15,0.189820885,-0.038632799,-0.203522384,4.047681319,-40.0
16,0.189820885,-0.031853170,-0.167806458,5.314347986,-45.0
17,0.189820885,0.096242089,0.507015280,2.881014653,-44.0
18,0.189820885,0.063571619,0.334903187,5.247681319,-49.0
19,0.189820885,0.107637167,0.567045968,2.547681319,-58.0
20,0.189820885,0.161069317,0.848533170,3.681014653,-57.0
21,0.189820885,0.044647548,0.235208827,4.481014653,-52.0
22,0.189820885,0.063613644,0.335124577,3.181014653,-52.0
23,0.189820885,-0.003887154,-0.020478010,2.781014653,-61.0
24,0.189820885,-0.009270546,-0.048838389,3.914347986,-60.0
25,0.189820885,0.006045015,0.031845891,3.347681319,-59.0
26,0.189820885,0.029406241,0.154915729,3.614347986,-64.0
27,0.189820885,0.024259975,0.127804561,2.747681319,-77.0
28,0.189820885,0.116419332,0.613311502,2.547681319,-74.0
29,0.189820885,-0.003065058,-0.016147104,4.414347986,-87.0
30,0.189820885,0.010665567,0.056187533,3.681014653,-92.0
31,0.189820885,0.008397858,0.044240961,3.997681319,-101.0
32,0.189820885,-0.015805499,-0.083265332,4.164347986,-104.0
33,0.189820885,0.018280668,0.096304832,4.914347986,-97.0
34,0.189820885,0.012770065,0.067274290,2.981014653,-92.0
35,0.189820885,0.003833482,0.020195258,4.914347986,-89.0
36,0.189820885,-0.020313095,-0.107011908,2.614347986,-88.0
37,0.189820885,-0.004110050,-0.021652252,3.981014653,-85.0
38,0.189820885,0.050308718,0.265032574,3.414347986,-90.0
39,0.189820885,-0.051247905,-0.269980328,3.047681319,-85.0
40,0.189820885,0.002536420,0.013362174,3.547681319,-90.0
41,0.189820885,0.112169658,0.590923694,5.547681319,-85.0
42,0.189820885,0.003729274,0.019646276,2.514347986,-82.0
43,0.189820885,-0.026268428,-0.138385342,4.131014653,-82.0
44,0.189820885,0.058887485,0.310226588,4.314347986,-79.0
45,0.189820885,-0.016275171,-0.085739623,3.964347986,-82.0
46,0.189820885,-0.039436827,-0.207758102,3.031014653,-77.0
47,0.189820885,0.088215170,0.464728476,2.581014653,-78.0
48,0.189820885,0.056962045,0.300083131,5.047681319,-81.0
49,0.189820885,-0.022323038,-0.117600535,4.381014653,-86.0
50,0.189820885,0.021821322,0.114957436,4.447681319,-75.0
51,0.189820885,-0.104265724,-0.549284787,4.364347986,-80.0
52,0.189820885,0.046013835,0.242406596,3.814347986,-85.0
53,0.189820885,0.021062479,0.110959755,3.747681319,-84.0
54,0.189820885,0.042320062,0.222947343,3.714347986,-91.0
55,0.189820885,0.039714224,0.209219466,2.747681319,-98.0
56,0.189820885,0.100118293,0.527435603,3.714347986,-95.0
57,0.189820885,0.002521136,0.013281660,3.681014653,-108.0
58,0.189820885,0.029435383,0.155069255,4.114347986,-105.0
59,0.189820885,-0.006706204,-0.035329114,2.614347986,-100.0
60,0.189820885,0.021259501,0.111997691,2.914347986,-99.0
61,0.189820885,0.013659035,0.071957494,3.847681319,-96.0
62,0.189820885,-0.005887169,-0.031014340,2.947681319,-105.0
63,0.189820885,0.037059207,0.195232505,5.047681319,-112.0
64,0.189820885,0.098154734,0.517091331,3.814347986,-107.0
65,0.189820885,0.024729428,0.130277698,4.047681319,-104.0
66,0.189820885,0.052481025,0.276476559,4.681014653,-99.0
67,0.189820885,0.024386612,0.128471700,3.314347986,-102.0
68,0.189820885,0.067699404,0.356648871,3.331014653,-103.0
69,0.189820885,0.035181469,0.185340349,3.481014653,-96.0
70,0.189820885,0.025495184,0.134311797,3.814347986,-103.0
71,0.189820885,0.046514193,0.245042546,4.914347986,-104.0
72,0.189820885,0.014058010,0.074059345,3.547681319,-109.0
73,0.189820885,0.011495594,0.060560219,2.647681319,-112.0
74,0.189820885,0.021878624,0.115259307,3.381014653,-117.0
75,0.189820885,-0.009404300,-0.049543019,3.764347986,-124.0
76,0.189820885,0.019716854,0.103870834,3.847681319,-121.0
77,0.189820885,0.016983808,0.089472808,2.381014653,-124.0
78,0.189820885,0.009708272,0.051144384,4.181014653,-124.0
