Hand,PotentialExploitability,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.078869007,0.018179403,0.230501228,2.714347986,1.0
1,0.078869007,-0.010169656,-0.128943624,2.514347986,8.0
2,0.078869007,0.018179403,0.230501228,2.714347986,13.0
3,0.078869007,0.018179403,0.230501228,2.714347986,18.0
4,0.078869007,0.059971962,0.760399602,4.514347986,19.0
5,0.078869007,0.018179403,0.230501228,2.714347986,10.0
6,0.078869007,0.059971962,0.760399602,4.514347986,15.0
7,0.078869007,0.018179403,0.230501228,2.714347986,18.0
8,0.078869007,0.059971962,0.760399602,4.514347986,11.0
9,0.078869007,0.059971962,0.760399602,4.514347986,16.0
10,0.078869007,0.059971962,0.760399602,4.514347986,17.0
11,0.078869007,-0.010169656,-0.128943624,2.514347986,8.0
12,0.078869007,-0.052644476,-0.667492565,1.847681319,7.0
13,0.078869007,-0.052644476,-0.667492565,1.847681319,14.0
14,0.078869007,0.018179403,0.230501228,2.714347986,15.0
15,0.078869007,0.059971962,0.760399602,4.514347986,6.0
16,0.078869007,0.018179403,0.230501228,2.714347986,-3.0
17,0.078869007,-0.052644476,-0.667492565,1.847681319,-2.0
18,0.078869007,0.059971962,0.760399602,4.514347986,-2.0
19,0.078869007,0.018179403,0.230501228,2.714347986,-1.0
20,0.078869007,0.018179403,0.230501228,2.714347986,6.0
21,0.078869007,-0.052644476,-0.667492565,1.847681319,-7.0
22,0.078869007,0.059971962,0.760399602,4.514347986,2.0
23,0.078869007,0.059971962,0.760399602,4.514347986,5.0
24,0.078869007,-0.010169656,-0.128943624,2.514347986,6.0
25,0.078869007,-0.052644476,-0.667492565,1.847681319,7.0
26,0.078869007,-0.000472411,-0.005989821,1.814347986,10.0
27,0.078869007,-0.000472411,-0.005989821,1.814347986,11.0
28,0.078869007,-0.052644476,-0.667492565,1.847681319,11.0
29,0.078869007,0.018179403,0.230501228,2.714347986,11.0
30,0.078869007,-0.000472411,-0.005989821,1.814347986,2.0
31,0.078869007,-0.000472411,-0.005989821,1.814347986,3.0
32,0.078869007,0.018179403,0.230501228,2.714347986,0.0
33,0.078869007,-0.010169656,-0.128943624,2.514347986,1.0
34,0.078869007,-0.052644476,-0.667492565,1.847681319,4.0
35,0.078869007,-0.010169656,-0.128943624,2.514347986,7.0
36,0.078869007,-0.000472411,-0.005989821,1.814347986,2.0
37,0.078869007,-0.052644476,-0.667492565,1.847681319,7.0
38,0.078869007,-0.052644476,-0.667492565,1.847681319,16.0
39,0.078869007,-0.052644476,-0.667492565,1.847681319,17.0
40,0.078869007,-0.000472411,-0.005989821,1.814347986,18.0
41,0.078869007,0.018179403,0.230501228,2.714347986,17.0
42,0.078869007,-0.052644476,-0.667492565,1.847681319,20.0
43,0.078869007,-0.010169656,-0.128943624,2.514347986,23.0
44,0.078869007,-0.052644476,-0.667492565,1.847681319,22.0
45,0.078869007,-0.052644476,-0.667492565,1.847681319,29.0
46,0.078869007,-0.052644476,-0.667492565,1.847681319,36.0
47,0.078869007,-0.052644476,-0.667492565,1.847681319,33.0
48,0.078869007,-0.010169656,-0.128943624,2.514347986,34.0
49,0.078869007,-0.000472411,-0.005989821,1.814347986,31.0
50,0.078869007,-0.052644476,-0.667492565,1.847681319,30.0
51,0.078869007,-0.052644476,-0.667492565,1.847681319,37.0
52,0.078869007,-0.010169656,-0.128943624,2.514347986,34.0
53,0.078869007,-0.052644476,-0.667492565,1.847681319,39.0
54,0.078869007,0.018179403,0.230501228,2.714347986,40.0
55,0.078869007,-0.000472411,-0.005989821,1.814347986,41.0
56,0.078869007,-0.000472411,-0.005989821,1.814347986,41.0
57,0.078869007,-0.010169656,-0.128943624,2.514347986,41.0
58,0.078869007,-0.052644476,-0.667492565,1.847681319,40.0
59,0.078869007,-0.010169656,-0.128943624,2.514347986,37.0
60,0.078869007,0.059971962,0.760399602,4.514347986,36.0
61,0.078869007,0.018179403,0.230501228,2.714347986,41.0
62,0.078869007,-0.010169656,-0.128943624,2.514347986,42.0
63,0.078869007,0.059971962,0.760399602,4.514347986,39.0
64,0.078869007,-0.000472411,-0.005989821,1.814347986,48.0
65,0.078869007,0.059971962,0.760399602,4.514347986,47.0
66,0.078869007,-0.052644476,-0.667492565,1.847681319,50.0
67,0.078869007,-0.010169656,-0.128943624,2.514347986,50.0
68,0.078869007,-0.010169656,-0.128943624,2.514347986,50.0
69,0.078869007,-0.052644476,-0.667492565,1.847681319,43.0
70,0.078869007,0.059971962,0.760399602,4.514347986,44.0
71,0.078869007,-0.010169656,-0.128943624,2.514347986,45.0
72,0.078869007,-0.052644476,-0.667492565,1.847681319,56.0
73,0.078869007,0.059971962,0.760399602,4.514347986,56.0
74,0.078869007,-0.010169656,-0.128943624,2.514347986,61.0
75,0.078869007,-0.000472411,-0.005989821,1.814347986,68.0
76,0.078869007,-0.000472411,-0.005989821,1.814347986,69.0
77,0.078869007,-0.010169656,-0.128943624,2.514347986,68.0
78,0.078869007,-0.052644476,-0.667492565,1.847681319,73.0
79,0.078869007,-0.000472411,-0.005989821,1.814347986,70.0
80,0.078869007,-0.000472411,-0.005989821,1.814347986,70.0
81,0.078869007,-0.010169656,-0.128943624,2.514347986,71.0
82,0.078869007,-0.010169656,-0.128943624,2.514347986,71.0
83,0.078869007,-0.010169656,-0.128943624,2.514347986,74.0
84,0.078869007,-0.010169656,-0.128943624,2.514347986,75.0
85,0.078869007,-0.010169656,-0.128943624,2.514347986,70.0
86,0.078869007,-0.052644476,-0.667492565,1.847681319,73.0
87,0.078869007,-0.052644476,-0.667492565,1.847681319,70.0
88,0.078869007,-0.052644476,-0.667492565,1.847681319,70.0
89,0.078869007,-0.052644476,-0.667492565,1.847681319,71.0
90,0.078869007,-0.052644476,-0.667492565,1.847681319,76.0
91,0.078869007,-0.010169656,-0.128943624,2.514347986,65.0
92,0.078869007,-0.052644476,-0.667492565,1.847681319,62.0
93,0.078869007,-0.052644476,-0.667492565,1.847681319,63.0
94,0.078869007,-0.052644476,-0.667492565,1.847681319,66.0
95,0.078869007,-0.052644476,-0.667492565,1.847681319,67.0
96,0.078869007,-0.052644476,-0.667492565,1.847681319,64.0
97,0.078869007,-0.000472411,-0.005989821,1.814347986,53.0
98,0.078869007,-0.010169656,-0.128943624,2.514347986,62.0
99,0.078869007,-0.052644476,-0.667492565,1.847681319,65.0
100,0.078869007,-0.010169656,-0.128943624,2.514347986,65.0
101,0.078869007,-0.000472411,-0.005989821,1.814347986,64.0
102,0.078869007,-0.052644476,-0.667492565,1.847681319,63.0
103,0.078869007,-0.010169656,-0.128943624,2.514347986,63.0
104,0.078869007,-0.000472411,-0.005989821,1.814347986,66.0
105,0.078869007,-0.000472411,-0.005989821,1.814347986,67.0
106,0.078869007,-0.052644476,-0.667492565,1.847681319,66.0
107,0.078869007,-0.052644476,-0.667492565,1.847681319,63.0
108,0.078869007,-0.052644476,-0.667492565,1.847681319,63.0
109,0.078869007,-0.000472411,-0.005989821,1.814347986,60.0
110,0.078869007,-0.010169656,-0.128943624,2.514347986,65.0
111,0.078869007,-0.010169656,-0.128943624,2.514347986,72.0
112,0.078869007,-0.010169656,-0.128943624,2.514347986,73.0
113,0.078869007,-0.010169656,-0.128943624,2.514347986,73.0
114,0.078869007,-0.052644476,-0.667492565,1.847681319,66.0
115,0.078869007,-0.010169656,-0.128943624,2.514347986,73.0
116,0.078869007,-0.010169656,-0.128943624,2.514347986,76.0
117,0.078869007,-0.052644476,-0.667492565,1.847681319,77.0
118,0.078869007,-0.052644476,-0.667492565,1.847681319,72.0
119,0.078869007,-0.000472411,-0.005989821,1.814347986,72.0
120,0.078869007,-0.010169656,-0.128943624,2.514347986,71.0
121,0.078869007,-0.000472411,-0.005989821,1.814347986,70.0
122,0.078869007,-0.052644476,-0.667492565,1.847681319,71.0
123,0.078869007,-0.010169656,-0.128943624,2.514347986,68.0
124,0.078869007,-0.010169656,-0.128943624,2.514347986,67.0
125,0.078869007,-0.052644476,-0.667492565,1.847681319,66.0
126,0.078869007,-0.000472411,-0.005989821,1.814347986,63.0
127,0.078869007,-0.010169656,-0.128943624,2.514347986,62.0
128,0.078869007,-0.000472411,-0.005989821,1.814347986,63.0
129,0.078869007,0.059971962,0.760399602,4.514347986,56.0
130,0.078869007,-0.010169656,-0.128943624,2.514347986,55.0
131,0.078869007,-0.010169656,-0.128943624,2.514347986,48.0
132,0.078869007,-0.000472411,-0.005989821,1.814347986,53.0
133,0.078869007,-0.010169656,-0.128943624,2.514347986,54.0
134,0.078869007,-0.052644476,-0.667492565,1.847681319,53.0
135,0.078869007,-0.000472411,-0.005989821,1.814347986,42.0
136,0.078869007,-0.010169656,-0.128943624,2.514347986,41.0
137,0.078869007,-0.000472411,-0.005989821,1.814347986,40.0
138,0.078869007,-0.010169656,-0.128943624,2.514347986,35.0
139,0.078869007,-0.010169656,-0.128943624,2.514347986,28.0
140,0.078869007,-0.000472411,-0.005989821,1.814347986,27.0
141,0.078869007,-0.000472411,-0.005989821,1.814347986,26.0
142,0.078869007,-0.010169656,-0.128943624,2.514347986,27.0
143,0.078869007,-0.000472411,-0.005989821,1.814347986,26.0
144,0.078869007,-0.010169656,-0.128943624,2.514347986,25.0
145,0.078869007,0.059971962,0.760399602,4.514347986,24.0
146,0.078869007,-0.010169656,-0.128943624,2.514347986,25.0
147,0.078869007,0.059971962,0.760399602,4.514347986,25.0
148,0.078869007,-0.010169656,-0.128943624,2.514347986,16.0
149,0.078869007,-0.010169656,-0.128943624,2.514347986,5.0
150,0.078869007,-0.052644476,-0.667492565,1.847681319,8.0
151,0.078869007,-0.000472411,-0.005989821,1.814347986,9.0
152,0.078869007,-0.052644476,-0.667492565,1.847681319,10.0
153,0.078869007,0.059971962,0.760399602,4.514347986,11.0
154,0.078869007,-0.000472411,-0.005989821,1.814347986,10.0
155,0.078869007,-0.010169656,-0.128943624,2.514347986,11.0
156,0.078869007,-0.000472411,-0.005989821,1.814347986,11.0
157,0.078869007,-0.052644476,-0.667492565,1.847681319,10.0
158,0.078869007,-0.010169656,-0.128943624,2.514347986,7.0
159,0.078869007,-0.010169656,-0.128943624,2.514347986,8.0
160,0.078869007,-0.052644476,-0.667492565,1.847681319,8.0
161,0.078869007,-0.010169656,-0.128943624,2.514347986,5.0
162,0.078869007,-0.010169656,-0.128943624,2.514347986,4.0
163,0.078869007,-0.000472411,-0.005989821,1.814347986,5.0
164,0.078869007,-0.010169656,-0.128943624,2.514347986,4.0
165,0.078869007,-0.010169656,-0.128943624,2.514347986,3.0
166,0.078869007,0.059971962,0.760399602,4.514347986,0.0
167,0.078869007,-0.000472411,-0.005989821,1.814347986,5.0
168,0.078869007,0.059971962,0.760399602,4.514347986,4.0
169,0.078869007,-0.000472411,-0.005989821,1.814347986,5.0
170,0.078869007,-0.010169656,-0.128943624,2.514347986,4.0
171,0.078869007,-0.000472411,-0.005989821,1.814347986,3.0
172,0.078869007,-0.000472411,-0.005989821,1.814347986,8.0
173,0.078869007,0.059971962,0.760399602,4.514347986,7.0
174,0.078869007,-0.010169656,-0.128943624,2.514347986,8.0
175,0.078869007,-0.000472411,-0.005989821,1.814347986,9.0
176,0.078869007,-0.010169656,-0.128943624,2.514347986,4.0
177,0.078869007,-0.000472411,-0.005989821,1.814347986,5.0
178,0.078869007,-0.010169656,-0.128943624,2.514347986,5.0
179,0.078869007,-0.000472411,-0.005989821,1.814347986,6.0
180,0.078869007,-0.000472411,-0.005989821,1.814347986,5.0
181,0.078869007,-0.010169656,-0.128943624,2.514347986,4.0
182,0.078869007,-0.052644476,-0.667492565,1.847681319,-1.0
183,0.078869007,-0.000472411,-0.005989821,1.814347986,-1.0
184,0.078869007,-0.010169656,-0.128943624,2.514347986,-2.0
185,0.078869007,-0.000472411,-0.005989821,1.814347986,-3.0
186,0.078869007,-0.000472411,-0.005989821,1.814347986,-2.0
187,0.078869007,-0.000472411,-0.005989821,1.814347986,-2.0
188,0.078869007,-0.052644476,-0.667492565,1.847681319,-3.0
189,0.078869007,-0.010169656,-0.128943624,2.514347986,-6.0
190,0.078869007,0.059971962,0.760399602,4.514347986,-1.0
191,0.078869007,-0.052644476,-0.667492565,1.847681319,12.0
192,0.078869007,-0.000472411,-0.005989821,1.814347986,15.0
193,0.078869007,-0.010169656,-0.128943624,2.514347986,14.0
194,0.078869007,-0.010169656,-0.128943624,2.514347986,5.0
195,0.078869007,0.059971962,0.760399602,4.514347986,5.0
196,0.078869007,-0.052644476,-0.667492565,1.847681319,-4.0
