Hand,PotentialExploitability,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.082323984,-0.323417344,-3.928591984,4.514347986,-1
1,0.082323984,-0.323417344,-3.928591984,4.514347986,4.0
2,0.082323984,-0.256921428,-3.120857559,2.714347986,9.0
3,0.082323984,0.042977013,0.522047294,1.847681319,0.0
4,0.082323984,0.042977013,0.522047294,1.847681319,1.0
5,0.082323984,0.070059666,0.851023753,2.514347986,-4.0
6,0.082323984,-0.256921428,-3.120857559,2.714347986,1.0
7,0.082323984,-0.001313470,-0.015954891,1.814347986,-6.0
8,0.082323984,0.042977013,0.522047294,1.847681319,-11.0
9,0.082323984,-0.001313470,-0.015954891,1.814347986,-4.0
10,0.082323984,-0.256921428,-3.120857559,2.714347986,-3.0
11,0.082323984,-0.001313470,-0.015954891,1.814347986,-2.0
12,0.082323984,0.070059666,0.851023753,2.514347986,-5.0
13,0.082323984,0.042977013,0.522047294,1.847681319,-2.0
14,0.082323984,-0.001313470,-0.015954891,1.814347986,5.0
15,0.082323984,0.070059666,0.851023753,2.514347986,4.0
16,0.082323984,0.042977013,0.522047294,1.847681319,1.0
17,0.082323984,0.070059666,0.851023753,2.514347986,6.0
18,0.082323984,-0.323417344,-3.928591984,4.514347986,6.0
19,0.082323984,0.070059666,0.851023753,2.514347986,11.0
20,0.082323984,0.042977013,0.522047294,1.847681319,20.0
21,0.082323984,0.042977013,0.522047294,1.847681319,29.0
22,0.082323984,0.042977013,0.522047294,1.847681319,29.0
23,0.082323984,0.042977013,0.522047294,1.847681319,32.0
24,0.082323984,0.070059666,0.851023753,2.514347986,33.0
25,0.082323984,0.070059666,0.851023753,2.514347986,32.0
26,0.082323984,0.042977013,0.522047294,1.847681319,32.0
27,0.082323984,-0.001313470,-0.015954891,1.814347986,32.0
28,0.082323984,0.042977013,0.522047294,1.847681319,31.0
29,0.082323984,0.070059666,0.851023753,2.514347986,40.0
30,0.082323984,0.042977013,0.522047294,1.847681319,39.0
31,0.082323984,0.042977013,0.522047294,1.847681319,39.0
32,0.082323984,0.070059666,0.851023753,2.514347986,42.0
33,0.082323984,0.042977013,0.522047294,1.847681319,43.0
34,0.082323984,0.042977013,0.522047294,1.847681319,44.0
35,0.082323984,0.042977013,0.522047294,1.847681319,53.0
