Hand,PotentialExploitability,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.029325725,0.021899665,0.746773208,2.514347986,1.0
1,0.029325725,-0.121430633,-4.140754737,4.514347986,1.0
2,0.029325725,0.009915327,0.338110214,1.847681319,6.0
3,0.029325725,-0.121430633,-4.140754737,4.514347986,7.0
4,0.029325725,-0.121430633,-4.140754737,4.514347986,8.0
5,0.029325725,0.021899665,0.746773208,2.514347986,9.0
6,0.029325725,0.021899665,0.746773208,2.514347986,12.0
7,0.029325725,0.009915327,0.338110214,1.847681319,11.0
8,0.029325725,-0.121430633,-4.140754737,4.514347986,14.0
9,0.029325725,0.021899665,0.746773208,2.514347986,5.0
10,0.029325725,0.000709573,0.024196281,1.814347986,4.0
11,0.029325725,0.000709573,0.024196281,1.814347986,3.0
12,0.029325725,0.009915327,0.338110214,1.847681319,4.0
13,0.029325725,0.000709573,0.024196281,1.814347986,7.0
14,0.029325725,0.021899665,0.746773208,2.514347986,4.0
15,0.029325725,0.000709573,0.024196281,1.814347986,7.0
16,0.029325725,0.021899665,0.746773208,2.514347986,6.0
17,0.029325725,0.009915327,0.338110214,1.847681319,5.0
18,0.029325725,-0.121430633,-4.140754737,4.514347986,2.0
19,0.029325725,0.021899665,0.746773208,2.514347986,-7.0
20,0.029325725,0.021899665,0.746773208,2.514347986,0.0
21,0.029325725,0.021899665,0.746773208,2.514347986,-3.0
22,0.029325725,-0.121430633,-4.140754737,4.514347986,-6.0
23,0.029325725,0.000709573,0.024196281,1.814347986,-1.0
24,0.029325725,-0.091714958,-3.127457542,2.714347986,-2.0
25,0.029325725,0.021899665,0.746773208,2.514347986,5.0
26,0.029325725,0.021899665,0.746773208,2.514347986,-6.0
27,0.029325725,0.009915327,0.338110214,1.847681319,1.0
28,0.029325725,0.009915327,0.338110214,1.847681319,-2.0
29,0.029325725,0.000709573,0.024196281,1.814347986,-2.0
30,0.029325725,0.000709573,0.024196281,1.814347986,-2.0
31,0.029325725,-0.121430633,-4.140754737,4.514347986,-2.0
32,0.029325725,-0.121430633,-4.140754737,4.514347986,3.0
33,0.029325725,-0.121430633,-4.140754737,4.514347986,4.0
34,0.029325725,0.000709573,0.024196281,1.814347986,4.0
35,0.029325725,0.021899665,0.746773208,2.514347986,5.0
36,0.029325725,0.021899665,0.746773208,2.514347986,8.0
37,0.029325725,-0.121430633,-4.140754737,4.514347986,7.0
38,0.029325725,0.000709573,0.024196281,1.814347986,7.0
39,0.029325725,0.021899665,0.746773208,2.514347986,6.0
40,0.029325725,-0.121430633,-4.140754737,4.514347986,6.0
41,0.029325725,0.000709573,0.024196281,1.814347986,15.0
42,0.029325725,-0.121430633,-4.140754737,4.514347986,15.0
43,0.029325725,0.021899665,0.746773208,2.514347986,18.0
44,0.029325725,0.000709573,0.024196281,1.814347986,21.0
45,0.029325725,0.021899665,0.746773208,2.514347986,26.0
46,0.029325725,0.000709573,0.024196281,1.814347986,31.0
