Hand,PotentialExploitability,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.036513614,-0.152172760,-4.167562227,4.514347986,0.0
1,0.036513614,-0.029612672,-0.811003574,1.847681319,1.0
2,0.036513614,-0.152172760,-4.167562227,4.514347986,2.0
3,0.036513614,-0.152172760,-4.167562227,4.514347986,3.0
4,0.036513614,-0.152172760,-4.167562227,4.514347986,4.0
5,0.036513614,-0.160313455,-4.390511808,2.714347986,5.0
6,0.036513614,-0.152172760,-4.167562227,4.514347986,-4.0
7,0.036513614,-0.152172760,-4.167562227,4.514347986,-4.0
8,0.036513614,-0.160313455,-4.390511808,2.714347986,-3.0
9,0.036513614,0.001088509,0.029811044,1.814347986,-3.0
10,0.036513614,0.036379745,0.996333718,2.514347986,2.0
11,0.036513614,-0.160313455,-4.390511808,2.714347986,9.0
12,0.036513614,-0.029612672,-0.811003574,1.847681319,10.0
13,0.036513614,-0.160313455,-4.390511808,2.714347986,-1.0
14,0.036513614,-0.160313455,-4.390511808,2.714347986,-1.0
15,0.036513614,-0.160313455,-4.390511808,2.714347986,6.0
16,0.036513614,-0.029612672,-0.811003574,1.847681319,11.0
17,0.036513614,0.036379745,0.996333718,2.514347986,12.0
18,0.036513614,0.036379745,0.996333718,2.514347986,12.0
19,0.036513614,-0.029612672,-0.811003574,1.847681319,11.0
20,0.036513614,0.001088509,0.029811044,1.814347986,14.0
21,0.036513614,0.001088509,0.029811044,1.814347986,15.0
22,0.036513614,-0.152172760,-4.167562227,4.514347986,15.0
23,0.036513614,-0.029612672,-0.811003574,1.847681319,16.0
24,0.036513614,-0.160313455,-4.390511808,2.714347986,17.0
25,0.036513614,0.001088509,0.029811044,1.814347986,18.0
26,0.036513614,0.001088509,0.029811044,1.814347986,18.0
27,0.036513614,-0.029612672,-0.811003574,1.847681319,18.0
28,0.036513614,0.036379745,0.996333718,2.514347986,21.0
29,0.036513614,0.001088509,0.029811044,1.814347986,20.0
30,0.036513614,-0.152172760,-4.167562227,4.514347986,19.0
31,0.036513614,-0.152172760,-4.167562227,4.514347986,20.0
32,0.036513614,-0.152172760,-4.167562227,4.514347986,20.0
33,0.036513614,-0.152172760,-4.167562227,4.514347986,25.0
34,0.036513614,-0.152172760,-4.167562227,4.514347986,26.0
35,0.036513614,0.036379745,0.996333718,2.514347986,27.0
36,0.036513614,-0.152172760,-4.167562227,4.514347986,26.0
37,0.036513614,0.036379745,0.996333718,2.514347986,31.0
38,0.036513614,0.001088509,0.029811044,1.814347986,40.0
39,0.036513614,0.001088509,0.029811044,1.814347986,43.0
40,0.036513614,0.001088509,0.029811044,1.814347986,42.0
41,0.036513614,-0.152172760,-4.167562227,4.514347986,43.0
42,0.036513614,0.001088509,0.029811044,1.814347986,52.0
43,0.036513614,0.001088509,0.029811044,1.814347986,49.0
44,0.036513614,0.036379745,0.996333718,2.514347986,56.0
45,0.036513614,0.001088509,0.029811044,1.814347986,63.0
46,0.036513614,0.036379745,0.996333718,2.514347986,62.0
47,0.036513614,0.001088509,0.029811044,1.814347986,65.0
48,0.036513614,-0.029612672,-0.811003574,1.847681319,62.0
49,0.036513614,0.001088509,0.029811044,1.814347986,69.0
50,0.036513614,0.001088509,0.029811044,1.814347986,74.0
51,0.036513614,0.036379745,0.996333718,2.514347986,73.0
52,0.036513614,-0.152172760,-4.167562227,4.514347986,74.0
53,0.036513614,0.036379745,0.996333718,2.514347986,71.0
54,0.036513614,0.036379745,0.996333718,2.514347986,72.0
55,0.036513614,-0.029612672,-0.811003574,1.847681319,73.0
56,0.036513614,0.036379745,0.996333718,2.514347986,73.0
57,0.036513614,0.036379745,0.996333718,2.514347986,73.0
58,0.036513614,-0.152172760,-4.167562227,4.514347986,68.0
59,0.036513614,0.001088509,0.029811044,1.814347986,68.0
60,0.036513614,0.036379745,0.996333718,2.514347986,73.0
61,0.036513614,0.001088509,0.029811044,1.814347986,72.0
62,0.036513614,-0.029612672,-0.811003574,1.847681319,77.0
63,0.036513614,0.001088509,0.029811044,1.814347986,84.0
64,0.036513614,0.001088509,0.029811044,1.814347986,83.0
65,0.036513614,0.036379745,0.996333718,2.514347986,80.0
66,0.036513614,0.036379745,0.996333718,2.514347986,80.0
67,0.036513614,0.036379745,0.996333718,2.514347986,77.0
68,0.036513614,-0.029612672,-0.811003574,1.847681319,76.0
69,0.036513614,-0.152172760,-4.167562227,4.514347986,76.0
70,0.036513614,0.036379745,0.996333718,2.514347986,81.0
71,0.036513614,0.036379745,0.996333718,2.514347986,80.0
72,0.036513614,0.036379745,0.996333718,2.514347986,80.0
73,0.036513614,-0.152172760,-4.167562227,4.514347986,79.0
74,0.036513614,0.036379745,0.996333718,2.514347986,84.0
75,0.036513614,0.036379745,0.996333718,2.514347986,85.0
76,0.036513614,0.036379745,0.996333718,2.514347986,85.0
77,0.036513614,0.001088509,0.029811044,1.814347986,84.0
78,0.036513614,0.036379745,0.996333718,2.514347986,79.0
79,0.036513614,-0.152172760,-4.167562227,4.514347986,79.0
80,0.036513614,0.036379745,0.996333718,2.514347986,84.0
81,0.036513614,0.001088509,0.029811044,1.814347986,79.0
82,0.036513614,0.036379745,0.996333718,2.514347986,74.0
83,0.036513614,0.001088509,0.029811044,1.814347986,71.0
84,0.036513614,0.001088509,0.029811044,1.814347986,72.0
85,0.036513614,0.036379745,0.996333718,2.514347986,71.0
86,0.036513614,0.036379745,0.996333718,2.514347986,71.0
87,0.036513614,0.036379745,0.996333718,2.514347986,70.0
88,0.036513614,0.036379745,0.996333718,2.514347986,71.0
89,0.036513614,0.001088509,0.029811044,1.814347986,74.0
90,0.036513614,0.036379745,0.996333718,2.514347986,73.0
91,0.036513614,-0.152172760,-4.167562227,4.514347986,72.0
92,0.036513614,0.036379745,0.996333718,2.514347986,75.0
93,0.036513614,0.036379745,0.996333718,2.514347986,76.0
94,0.036513614,0.001088509,0.029811044,1.814347986,75.0
95,0.036513614,0.036379745,0.996333718,2.514347986,74.0
96,0.036513614,0.036379745,0.996333718,2.514347986,73.0
97,0.036513614,0.036379745,0.996333718,2.514347986,74.0
98,0.036513614,0.001088509,0.029811044,1.814347986,73.0
99,0.036513614,0.036379745,0.996333718,2.514347986,72.0
100,0.036513614,0.001088509,0.029811044,1.814347986,69.0
101,0.036513614,-0.152172760,-4.167562227,4.514347986,68.0
102,0.036513614,-0.029612672,-0.811003574,1.847681319,73.0
103,0.036513614,0.001088509,0.029811044,1.814347986,68.0
104,0.036513614,0.001088509,0.029811044,1.814347986,67.0
105,0.036513614,0.001088509,0.029811044,1.814347986,67.0
106,0.036513614,0.001088509,0.029811044,1.814347986,66.0
107,0.036513614,0.001088509,0.029811044,1.814347986,59.0
108,0.036513614,0.001088509,0.029811044,1.814347986,59.0
109,0.036513614,0.001088509,0.029811044,1.814347986,59.0
110,0.036513614,0.036379745,0.996333718,2.514347986,50.0
111,0.036513614,-0.029612672,-0.811003574,1.847681319,39.0
112,0.036513614,0.001088509,0.029811044,1.814347986,39.0
113,0.036513614,0.001088509,0.029811044,1.814347986,38.0
