Hand,PotentialExploitability,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.000215690,0.000215690,1.000000000,1.814347986,-3
1,0.000215690,-0.002354191,-10.914710730,2.514347986,-2.0
2,0.000215690,-0.006290386,-29.164054738,4.514347986,-3.0
3,0.000215690,-0.003682442,-17.072867406,2.714347986,-12.0
4,0.000215690,0.000215690,1.000000000,1.814347986,-13.0
5,0.000215690,0.000215690,1.000000000,1.814347986,-10.0
6,0.000215690,-0.002354191,-10.914710730,2.514347986,-10.0
7,0.000215690,-0.006290386,-29.164054738,4.514347986,-7.0
8,0.000215690,0.000215690,1.000000000,1.814347986,-16.0
9,0.000215690,0.000215690,1.000000000,1.814347986,-15.0
10,0.000215690,-0.002354191,-10.914710730,2.514347986,-16.0
11,0.000215690,-0.012347899,-57.248440442,1.847681319,-17.0
12,0.000215690,0.000215690,1.000000000,1.814347986,-20.0
13,0.000215690,-0.002354191,-10.914710730,2.514347986,-19.0
14,0.000215690,-0.002354191,-10.914710730,2.514347986,-18.0
15,0.000215690,-0.003682442,-17.072867406,2.714347986,-19.0
16,0.000215690,-0.012347899,-57.248440442,1.847681319,-10.0
17,0.000215690,-0.006290386,-29.164054738,4.514347986,-9.0
18,0.000215690,-0.012347899,-57.248440442,1.847681319,-4.0
19,0.000215690,-0.012347899,-57.248440442,1.847681319,-3.0
20,0.000215690,-0.002354191,-10.914710730,2.514347986,-4.0
21,0.000215690,-0.012347899,-57.248440442,1.847681319,-5.0
22,0.000215690,-0.003682442,-17.072867406,2.714347986,-4.0
23,0.000215690,-0.006290386,-29.164054738,4.514347986,-17.0
24,0.000215690,-0.012347899,-57.248440442,1.847681319,-12.0
25,0.000215690,-0.002354191,-10.914710730,2.514347986,-11.0
26,0.000215690,-0.006290386,-29.164054738,4.514347986,-14.0
27,0.000215690,-0.006290386,-29.164054738,4.514347986,-14.0
28,0.000215690,-0.012347899,-57.248440442,1.847681319,-14.0
29,0.000215690,0.000215690,1.000000000,1.814347986,-11.0
30,0.000215690,-0.012347899,-57.248440442,1.847681319,-12.0
31,0.000215690,-0.006290386,-29.164054738,4.514347986,-15.0
32,0.000215690,-0.006290386,-29.164054738,4.514347986,-10.0
33,0.000215690,-0.006290386,-29.164054738,4.514347986,-10.0
34,0.000215690,-0.003682442,-17.072867406,2.714347986,-7.0
35,0.000215690,-0.012347899,-57.248440442,1.847681319,-7.0
36,0.000215690,-0.002354191,-10.914710730,2.514347986,-7.0
37,0.000215690,0.000215690,1.000000000,1.814347986,-8.0
38,0.000215690,-0.006290386,-29.164054738,4.514347986,-8.0
39,0.000215690,0.000215690,1.000000000,1.814347986,-21.0
40,0.000215690,-0.002354191,-10.914710730,2.514347986,-21.0
41,0.000215690,-0.006290386,-29.164054738,4.514347986,-18.0
42,0.000215690,-0.002354191,-10.914710730,2.514347986,-17.0
43,0.000215690,0.000215690,1.000000000,1.814347986,-16.0
44,0.000215690,0.000215690,1.000000000,1.814347986,-17.0
45,0.000215690,-0.002354191,-10.914710730,2.514347986,-18.0
46,0.000215690,-0.006290386,-29.164054738,4.514347986,-19.0
47,0.000215690,-0.002354191,-10.914710730,2.514347986,-16.0
48,0.000215690,-0.003682442,-17.072867406,2.714347986,-13.0
49,0.000215690,-0.012347899,-57.248440442,1.847681319,-4.0
50,0.000215690,-0.002354191,-10.914710730,2.514347986,-7.0
51,0.000215690,-0.002354191,-10.914710730,2.514347986,-7.0
52,0.000215690,-0.002354191,-10.914710730,2.514347986,-8.0
53,0.000215690,0.000215690,1.000000000,1.814347986,-9.0
54,0.000215690,-0.002354191,-10.914710730,2.514347986,-10.0
55,0.000215690,-0.012347899,-57.248440442,1.847681319,-11.0
56,0.000215690,0.000215690,1.000000000,1.814347986,-14.0
57,0.000215690,-0.003682442,-17.072867406,2.714347986,-19.0
58,0.000215690,-0.002354191,-10.914710730,2.514347986,-18.0
59,0.000215690,-0.006290386,-29.164054738,4.514347986,-19.0
60,0.000215690,-0.012347899,-57.248440442,1.847681319,-32.0
61,0.000215690,0.000215690,1.000000000,1.814347986,-35.0
62,0.000215690,0.000215690,1.000000000,1.814347986,-34.0
63,0.000215690,-0.006290386,-29.164054738,4.514347986,-35.0
64,0.000215690,0.000215690,1.000000000,1.814347986,-34.0
65,0.000215690,-0.006290386,-29.164054738,4.514347986,-41.0
66,0.000215690,-0.002354191,-10.914710730,2.514347986,-44.0
67,0.000215690,-0.006290386,-29.164054738,4.514347986,-45.0
68,0.000215690,-0.002354191,-10.914710730,2.514347986,-40.0
69,0.000215690,-0.012347899,-57.248440442,1.847681319,-39.0
70,0.000215690,-0.002354191,-10.914710730,2.514347986,-39.0
71,0.000215690,-0.012347899,-57.248440442,1.847681319,-40.0
72,0.000215690,-0.012347899,-57.248440442,1.847681319,-39.0
73,0.000215690,-0.012347899,-57.248440442,1.847681319,-32.0
74,0.000215690,-0.012347899,-57.248440442,1.847681319,-32.0
75,0.000215690,-0.002354191,-10.914710730,2.514347986,-29.0
76,0.000215690,-0.006290386,-29.164054738,4.514347986,-30.0
77,0.000215690,-0.002354191,-10.914710730,2.514347986,-39.0
78,0.000215690,-0.002354191,-10.914710730,2.514347986,-40.0
79,0.000215690,-0.012347899,-57.248440442,1.847681319,-40.0
80,0.000215690,-0.002354191,-10.914710730,2.514347986,-37.0
81,0.000215690,-0.006290386,-29.164054738,4.514347986,-36.0
82,0.000215690,0.000215690,1.000000000,1.814347986,-45.0
83,0.000215690,-0.002354191,-10.914710730,2.514347986,-44.0
84,0.000215690,0.000215690,1.000000000,1.814347986,-45.0
85,0.000215690,0.000215690,1.000000000,1.814347986,-40.0
86,0.000215690,-0.006290386,-29.164054738,4.514347986,-35.0
87,0.000215690,-0.002354191,-10.914710730,2.514347986,-36.0
88,0.000215690,-0.002354191,-10.914710730,2.514347986,-37.0
89,0.000215690,-0.006290386,-29.164054738,4.514347986,-34.0
90,0.000215690,0.000215690,1.000000000,1.814347986,-29.0
91,0.000215690,-0.002354191,-10.914710730,2.514347986,-34.0
92,0.000215690,-0.002354191,-10.914710730,2.514347986,-35.0
93,0.000215690,0.000215690,1.000000000,1.814347986,-24.0
94,0.000215690,-0.012347899,-57.248440442,1.847681319,-24.0
95,0.000215690,-0.012347899,-57.248440442,1.847681319,-23.0
96,0.000215690,-0.012347899,-57.248440442,1.847681319,-22.0
97,0.000215690,-0.006290386,-29.164054738,4.514347986,-25.0
98,0.000215690,-0.002354191,-10.914710730,2.514347986,-20.0
99,0.000215690,-0.006290386,-29.164054738,4.514347986,-19.0
100,0.000215690,-0.006290386,-29.164054738,4.514347986,-28.0
101,0.000215690,0.000215690,1.000000000,1.814347986,-23.0
102,0.000215690,-0.012347899,-57.248440442,1.847681319,-28.0
103,0.000215690,-0.002354191,-10.914710730,2.514347986,-27.0
