Hand,PotentialExploitability,Exploited,PctExploited,P0Vulnerability,Winnings
0,0.176002587,-0.031732150,-0.180293656,2.514347986,1.0
1,0.176002587,-0.002604650,-0.014798928,1.814347986,-2.0
2,0.176002587,-0.063910742,-0.363123875,1.847681319,-1.0
3,0.176002587,-0.031732150,-0.180293656,2.514347986,0.0
4,0.176002587,0.167445477,0.951380771,4.514347986,-1.0
5,0.176002587,0.167445477,0.951380771,4.514347986,0.0
6,0.176002587,-0.031732150,-0.180293656,2.514347986,5.0
7,0.176002587,-0.031732150,-0.180293656,2.514347986,8.0
8,0.176002587,0.106424283,0.604674537,2.714347986,5.0
9,0.176002587,-0.002604650,-0.014798928,1.814347986,-2.0
10,0.176002587,0.106424283,0.604674537,2.714347986,3.0
11,0.176002587,0.167445477,0.951380771,4.514347986,-6.0
12,0.176002587,0.106424283,0.604674537,2.714347986,-5.0
13,0.176002587,-0.002604650,-0.014798928,1.814347986,2.0
14,0.176002587,0.167445477,0.951380771,4.514347986,7.0
15,0.176002587,0.167445477,0.951380771,4.514347986,14.0
16,0.176002587,-0.063910742,-0.363123875,1.847681319,15.0
17,0.176002587,0.167445477,0.951380771,4.514347986,16.0
18,0.176002587,0.167445477,0.951380771,4.514347986,19.0
19,0.176002587,0.106424283,0.604674537,2.714347986,20.0
20,0.176002587,0.167445477,0.951380771,4.514347986,20.0
21,0.176002587,-0.063910742,-0.363123875,1.847681319,21.0
22,0.176002587,0.167445477,0.951380771,4.514347986,12.0
23,0.176002587,0.106424283,0.604674537,2.714347986,17.0
24,0.176002587,0.106424283,0.604674537,2.714347986,18.0
25,0.176002587,0.167445477,0.951380771,4.514347986,23.0
26,0.176002587,-0.002604650,-0.014798928,1.814347986,14.0
27,0.176002587,0.106424283,0.604674537,2.714347986,13.0
28,0.176002587,-0.063910742,-0.363123875,1.847681319,13.0
29,0.176002587,0.106424283,0.604674537,2.714347986,10.0
30,0.176002587,0.167445477,0.951380771,4.514347986,3.0
31,0.176002587,0.167445477,0.951380771,4.514347986,4.0
32,0.176002587,0.167445477,0.951380771,4.514347986,9.0
33,0.176002587,0.106424283,0.604674537,2.714347986,18.0
34,0.176002587,0.167445477,0.951380771,4.514347986,19.0
35,0.176002587,0.167445477,0.951380771,4.514347986,24.0
36,0.176002587,0.167445477,0.951380771,4.514347986,15.0
37,0.176002587,0.106424283,0.604674537,2.714347986,20.0
38,0.176002587,0.106424283,0.604674537,2.714347986,11.0
39,0.176002587,0.106424283,0.604674537,2.714347986,18.0
40,0.176002587,0.167445477,0.951380771,4.514347986,19.0
41,0.176002587,0.106424283,0.604674537,2.714347986,20.0
42,0.176002587,0.106424283,0.604674537,2.714347986,11.0
43,0.176002587,0.167445477,0.951380771,4.514347986,11.0
44,0.176002587,0.106424283,0.604674537,2.714347986,12.0
45,0.176002587,-0.063910742,-0.363123875,1.847681319,12.0
46,0.176002587,-0.063910742,-0.363123875,1.847681319,13.0
